Monsoon_Intensity,Topography_Drainage,River_Management,Deforestation,Urbanization,Climate_Change,Dams_Quality,Siltation,Agricultural_Practices,Encroachments,Ineffective_Disaster_Preparedness,Drainage_Systems,Coastal_Vulnerability,Landslides,Watersheds,Deteriorating_Infrastructure,Population_Score,Wetland_Loss,Inadequate_Planning,Political_Factors,Flood_Probability,Annual_Rainfall,Seasonal_Rainfall,Temperature,Humidity,Cloud_Visibility,Flood
3,3,3,3,3,4,5,4,5,4,9,7,4,3,3,5,0,3,6,3,0.4,1676.6,1000.4,26.1,57.3,8.7,0
5,7,4,3,3,6,7,7,0,5,3,3,3,6,5,8,5,3,3,5,0.455,2127.8,1218.3,27.3,61.4,6.6,0
7,6,2,4,5,4,9,4,3,8,6,2,4,4,6,3,7,6,6,5,0.505,2407.8,1376.5,26.3,83.6,6,1
7,4,8,2,5,6,4,1,3,5,6,8,3,3,5,3,6,6,7,7,0.495,2496.3,1420.7,27.8,86.3,5.7,0
3,7,6,5,4,6,8,9,7,9,8,11,4,11,8,6,2,5,11,8,0.69,1690.5,1048.3,27.5,68.6,8.4,1
4,7,2,5,12,6,10,4,3,4,3,4,9,9,5,5,3,5,2,6,0.54,1961.3,1110.2,29.3,68.6,8.9,1
5,4,6,5,4,4,1,7,6,4,9,6,7,7,8,7,4,4,3,4,0.525,2029.8,1134.4,26.3,63.4,8.4,1
4,7,6,3,3,9,,2,1,7,3,4,7,7,6,6,4,9,6,6,0.52,1984.8,1166.9,29.6,73.1,7.8,1
6,2,3,2,4,5,6,2,10,4,8,7,7,6,6,5,6,8,9,6,0.56,2337.6,1326.3,27.5,84.6,6.8,1
7,8,4,8,5,7,5,5,6,2,3,5,6,1,5,4,1,5,4,3,0.47,2633.6,1509.9,28.9,85.8,6,0
5,8,8,6,6,5,5,5,7,5,5,2,6,4,6,4,4,6,1,6,0.52,2103.3,1258.6,27.8,73.5,8,1
2,5,4,8,2,4,3,9,3,6,5,7,7,4,3,8,8,5,7,4,0.52,1403.9,859,26.2,58.5,8.6,1
7,2,5,4,6,4,5,3,6,4,4,2,5,4,2,5,5,5,5,3,0.43,2482.2,1434.8,27,76.9,6.5,0
4,7,5,6,5,2,3,6,5,4,5,6,7,5,4,5,8,2,5,6,0.5,1686.7,964.4,24.5,60.3,8.6,1
4,6,5,5,6,9,2,8,1,7,2,6,8,1,4,6,6,7,3,7,0.515,1985.2,1126.6,33.2,65.9,7.5,1
10,2,9,6,5,4,8,3,8,7,1,7,6,5,8,5,2,3,4,5,0.54,3181.1,1847.9,25.5,94,5.3,1
1,2,8,5,3,3,10,6,4,3,4,6,7,2,5,3,9,0,2,9,0.46,1201.6,703,24.9,55.1,8.8,0
6,3,3,7,4,9,2,5,2,3,5,4,6,6,4,4,9,9,5,8,0.52,2383.1,1348.5,30.6,75.7,5.7,1
0,5,5,2,11,1,4,1,4,3,2,5,5,3,6,4,3,6,2,6,0.39,786.9,440.2,27.3,50.1,10,0
5,5,5,5,6,2,6,2,2,8,10,3,7,4,6,5,7,7,6,4,0.525,2005.3,1162.4,24.8,75.8,7.7,1
4,3,9,5,4,7,6,5,5,6,5,6,5,9,2,3,4,4,3,5,0.5,1930.4,1131.5,30.7,65.5,6.4,1
8,2,11,7,5,6,3,8,6,6,4,8,7,4,8,4,4,4,8,10,0.615,2733.2,1618.1,28.2,83.7,5.6,1
6,6,3,6,6,6,8,5,3,6,6,5,8,6,12,10,1,3,9,4,0.595,2408.4,1387.5,27.3,73.9,7,1
3,5,5,5,4,6,8,2,5,4,4,5,2,7,4,2,6,7,1,1,0.43,1630.1,915.3,28.9,68,7.7,0
,6,3,3,4,2,1,4,8,4,6,4,10,5,5,4,9,4,4,8,0.5,2207.2,1305.1,23.9,74.2,8,1
4,6,5,5,12,7,8,3,5,2,3,6,3,5,3,2,6,3,9,5,0.51,1950.3,1149.1,32,65.5,7.9,1
4,6,5,10,6,4,10,6,4,5,5,7,5,11,2,7,6,9,4,4,0.6,1874.3,1115.5,27.8,76.8,8,1
5,9,5,5,11,7,8,6,5,5,7,7,5,7,6,4,0,4,5,5,0.58,2119.9,1259.7,31.6,69.3,6.9,1
9,4,10,1,6,8,6,2,7,4,10,3,9,2,4,11,5,9,5,2,0.585,3057.3,1757.5,30.1,94.6,5.3,1
2,2,4,2,2,3,6,4,6,8,5,6,3,6,4,3,6,5,6,5,0.44,1352.4,807.5,23.8,56.8,9.2,0
4,1,3,3,6,6,2,6,8,7,3,1,5,7,3,10,4,2,4,6,0.455,1833.2,1061.4,29.2,61.3,7.6,0
6,4,8,7,2,6,3,5,4,4,4,3,3,4,3,5,7,6,9,11,0.52,2324.9,1376.6,28.3,80.5,6.9,1
2,3,5,4,3,5,4,5,7,3,3,5,7,7,5,3,5,6,5,6,0.465,1408.4,820.5,26.6,55.5,8.7,0
3,4,6,,5,1,2,3,5,7,4,3,5,3,2,2,4,4,8,7,0.435,1543.3,893.7,25.2,65.3,8.3,0
5,5,8,0,3,8,3,7,2,4,6,3,2,4,4,4,4,7,9,7,0.475,2209.8,1288.8,28.4,76.5,7.6,0
7,1,5,3,5,3,10,4,5,4,1,5,8,6,8,4,3,4,3,9,0.49,2434.3,1412,24.6,81.9,7.2,0
7,5,4,2,5,,4,3,5,7,6,7,3,6,2,2,2,4,6,5,0.445,2465.6,1372.4,26.1,75.3,6.4,0
3,4,4,8,2,4,10,5,4,4,10,4,4,5,8,5,9,4,4,8,0.545,1592.9,870.1,25.5,60,8.5,1
10,5,,6,5,3,14,5,6,3,6,5,5,6,7,4,6,5,5,5,0.61,3052.9,1732.5,24.1,87.5,5.5,1
3,5,4,2,9,2,7,2,3,1,6,5,5,1,3,9,4,7,10,2,0.45,1508.7,840.7,24.6,65.2,8,0
4,3,2,4,4,5,6,3,2,2,2,3,6,6,5,5,9,8,6,4,0.445,1900.3,1101.3,27.6,69.7,7.9,0
8,8,4,4,8,6,7,1,6,9,10,6,9,5,8,4,7,6,2,4,0.61,2789.5,1647.6,27.9,88,6.6,1
8,6,3,3,13,4,7,5,5,4,6,7,4,3,3,9,9,6,2,4,0.555,2725,1562.3,28.8,80.6,6.5,1
6,5,3,4,,6,7,11,3,5,6,6,5,5,4,5,4,3,6,5,0.515,2293.5,1344.3,28.5,74.3,6.8,1
1,1,2,11,2,2,6,1,4,3,8,6,4,6,6,2,3,3,5,4,0.4,1112.4,646.5,23.5,53.6,9.4,0
8,3,6,2,1,3,3,6,5,4,5,5,4,2,7,11,6,7,4,7,0.495,2665.8,1506.5,23.8,86.3,6.4,0
5,5,4,4,9,3,6,9,6,8,2,5,4,2,6,5,4,4,4,0,0.475,1995.4,1091,27.3,100,7.7,0
3,8,4,8,4,8,3,9,4,5,6,4,2,7,5,4,4,3,4,8,0.515,1751.2,1043.5,30.4,62.7,8.4,1
11,5,5,6,5,4,10,3,9,6,6,2,2,7,5,8,2,2,2,8,0.54,3356.2,1930.7,25.2,92.4,4.2,1
5,3,7,4,11,5,10,5,3,9,4,5,5,2,6,4,9,6,5,5,0.565,2049.2,1212.8,28.9,71.7,7.2,1
1,5,11,5,1,5,5,2,3,4,4,6,5,3,3,6,4,8,3,5,0.445,1277.6,758.4,27.8,61.4,9,0
1,4,4,4,4,3,7,6,7,7,5,6,8,4,6,7,7,9,8,8,0.575,1111.1,643.3,25.5,59.4,9.5,1
6,7,,5,4,4,3,,7,6,1,2,7,7,4,5,4,5,10,4,0.505,2278.2,1284.6,24.4,74.3,6.7,1
3,2,6,5,3,4,3,6,6,5,8,8,6,2,8,6,7,4,2,11,0.525,1512.6,828.6,26.9,64.9,8.9,1
4,8,2,6,4,3,3,8,3,6,4,5,9,3,4,6,6,7,7,4,0.51,1857.5,1068.1,25.9,76.7,9,1
4,2,2,4,8,6,4,6,3,3,8,4,3,7,8,3,6,2,8,6,0.485,1877.2,1106.9,28.7,61.3,6.8,0
7,4,3,5,6,4,8,2,4,2,9,3,8,2,5,3,5,8,3,2,0.465,2417.8,1361.3,27.1,83.8,6.2,0
1,0,7,2,1,5,4,2,5,9,5,8,4,3,3,3,6,1,3,5,0.385,8520.3,658.3,28.4,58.1,9.1,0
9,7,7,8,1,3,5,7,3,3,8,3,8,2,5,3,7,4,3,7,0.515,2874.2,1653.9,24.3,83.1,5.7,1
5,5,4,2,7,7,7,4,3,3,4,5,3,6,3,6,1,1,12,5,0.465,2151.3,1235,30.3,65.5,6.8,0
9,6,3,7,4,4,1,8,9,0,6,4,5,1,5,4,2,4,5,7,0.47,2913,1681.5,26.2,88,5.8,0
1,3,13,3,4,6,8,9,10,6,5,6,5,3,2,6,7,3,7,9,0.58,1213.6,689.2,29.6,52.5,8.1,1
0,5,6,8,2,5,3,7,7,5,6,5,7,4,4,3,1,1,1,0,0.4,970.9,572.1,27,44.4,9.8,0
5,3,7,7,7,5,6,5,3,1,7,1,6,7,2,3,8,9,8,3,0.515,2148.1,1238.7,28,74.5,7.3,1
1,4,5,12,4,8,7,8,10,6,6,4,8,2,7,3,4,3,2,4,0.54,1310.5,801.2,30.4,52.7,8.7,1
2,5,4,2,6,3,10,7,4,9,5,4,3,4,10,4,4,4,4,8,0.51,1305.5,780.8,25.4,55.5,8.8,1
7,6,7,3,2,4,3,5,4,5,3,6,2,6,4,6,3,3,6,8,0.465,2428.6,1401.9,24.5,84.4,7,0
8,4,6,5,4,1,5,5,5,5,5,4,4,4,3,4,3,5,4,6,0.45,2627.4,1512.5,46.8,77.4,6.4,0
8,6,6,4,5,5,5,8,8,2,3,7,8,2,8,5,5,3,5,6,0.545,2720.5,1591.6,28.5,79.5,6.1,1
0,7,7,5,3,8,5,4,2,11,12,7,9,5,8,4,3,6,5,2,0.565,1083.9,623.9,30.9,49.7,9.6,1
4,2,,4,7,5,3,2,5,9,5,6,3,4,4,3,4,4,7,5,0.44,1854.8,1050.6,27.9,61.8,8.3,0
2,7,3,5,6,6,5,5,5,4,10,6,4,7,5,4,6,4,4,5,0.515,1457.6,845.7,29.4,58.2,8.5,1
1,5,5,6,2,2,6,6,5,2,2,2,3,6,8,3,7,1,6,7,0.425,1113.8,617.9,23.7,49.5,9.3,0
6,5,2,3,8,11,7,5,10,7,5,8,6,6,9,4,6,5,3,2,0.59,2559.4,1479.7,33.7,76.7,5.7,1
3,3,4,4,8,4,2,7,5,4,3,8,2,5,3,2,3,8,5,4,0.435,1650.7,973.6,26.4,61.9,9.2,0
6,4,5,6,7,6,,3,6,3,4,3,7,1,7,5,2,6,6,5,0.5,2356.5,1344.5,27.9,78.1,6.6,1
7,1,7,5,2,4,8,6,,2,5,8,3,4,4,6,4,1,6,4,0.455,2482,1432.5,24.6,70.5,6.7,0
7,7,6,6,2,2,6,7,1,5,4,13,4,8,7,2,6,4,8,5,0.55,2455.4,1404.2,23.5,75.4,7.5,1
6,8,9,5,7,7,10,1,5,5,7,10,2,2,4,7,4,3,5,7,0.57,2375.9,1381.2,28.9,67.4,6.9,1
2,3,,4,3,3,5,4,1,2,4,9,6,6,4,3,6,4,11,1,0.435,1363.3,802.5,24.4,58.7,8.8,0
3,9,2,6,5,,5,3,5,4,5,5,6,5,7,1,6,6,7,8,0.51,1573.3,932.7,25.9,66.7,8.9,1
7,9,3,5,6,5,7,5,3,6,4,4,4,4,3,5,6,4,5,6,0.505,2519.7,1476.5,26.5,82.3,7.5,1
7,9,3,4,4,1,6,6,4,5,0,2,5,5,4,6,4,5,2,4,0.43,2371.3,1392.2,23.7,82.5,7.5,0
9,5,4,2,4,9,5,4,,3,2,7,7,6,4,7,4,5,2,3,0.495,3219.1,1851.4,29.2,89.1,5,0
4,4,5,6,9,6,2,11,4,3,7,3,8,7,2,8,5,7,5,6,0.56,1863.2,1084.4,28.8,71.1,7.7,1
3,4,6,6,7,4,3,4,0,7,2,3,3,4,7,6,7,3,4,6,0.445,1572.8,927.1,27.7,61.8,7.8,0
4,3,2,5,4,8,5,8,3,4,2,2,4,6,6,6,6,1,5,4,0.44,1869.1,1087.4,29.4,59.7,7,0
7,4,,3,5,6,3,4,5,3,6,5,4,4,1,6,7,3,6,3,0.465,2564.2,1481.7,27.2,79.3,5.8,0
2,1,2,2,4,5,5,3,4,6,7,6,7,4,6,6,2,5,6,7,0.45,1402,802.7,27.8,58.6,8.8,0
5,5,5,3,4,6,6,2,6,6,2,7,7,7,9,6,6,5,6,4,0.535,2135.2,1234.7,26.3,79.7,7.5,1
4,2,1,6,6,4,5,,4,5,5,9,9,6,10,6,0,4,3,3,0.485,1820.8,1078.6,27.6,63.6,7.8,0
5,5,3,3,4,5,2,6,2,2,4,5,8,5,5,4,5,5,7,6,0.455,2108.7,1237.4,27.2,73.1,7.2,0
4,9,9,,3,7,7,8,6,6,4,8,4,4,7,2,4,5,9,6,0.58,1847,1083.7,28.6,68.5,7.3,1
5,10,5,5,1,4,2,4,5,11,5,3,8,4,9,4,4,7,4,4,0.52,2051,1184,24.5,73.7,7.7,1
8,3,8,2,4,3,6,5,4,4,5,5,5,7,3,6,2,7,4,7,0.49,2705.5,1560.6,24.3,86.5,6.5,0
6,5,8,6,1,4,5,9,3,4,8,10,9,8,6,6,3,5,5,6,0.585,2242.3,1248,23.8,78.7,7,1
1,5,3,6,8,5,3,2,7,6,4,8,6,7,6,8,8,9,11,3,0.58,1212.6,685.8,28.2,60.9,8.8,1
3,5,7,5,1,1,2,3,3,6,10,4,3,2,3,2,6,7,5,4,0.41,1504.5,891.4,22.7,63.6,8.6,0
4,6,6,2,5,3,3,2,7,2,2,3,3,5,7,5,5,12,5,8,0.475,1809.2,4898.16,26.9,81.5,8.4,0
3,9,3,10,4,3,6,7,1,3,6,4,7,3,5,1,7,6,4,5,0.485,1544.1,917.4,25.1,69.2,8.5,0
3,3,5,5,2,7,8,2,4,5,6,1,10,6,2,9,5,3,5,6,0.485,1704.8,1006.3,29,65.3,7.9,0
2,4,5,3,2,5,3,5,1,3,10,4,1,7,5,8,4,6,10,5,0.465,1328.9,772.5,27.2,67.8,7.2,0
5,4,7,5,8,4,7,5,4,4,7,5,6,4,7,6,7,5,2,2,0.52,2002.5,1127.9,25.5,68.1,8.2,1
3,4,4,7,6,5,1,4,6,6,2,10,6,7,9,3,1,7,3,4,0.49,1673,996.6,28.4,69.2,8.7,0
9,9,2,4,4,8,7,7,3,9,2,6,6,5,3,5,8,9,3,8,0.585,3021.2,1771.4,29.2,89.2,5.3,1
5,7,12,2,5,3,2,4,7,5,7,5,7,2,4,4,2,4,6,7,0.5,2090.8,1193.2,26.3,71.6,7.8,1
4,4,2,4,2,7,4,5,6,4,6,6,2,3,9,5,2,1,4,3,0.415,1933.6,1124.9,28.7,63.5,6.6,0
3,1,3,4,4,6,,3,3,2,4,12,1,3,1,0,5,6,3,2,0.34,1652.4,927.3,28.3,67.5,7.8,0
3,6,8,5,2,4,7,6,4,5,5,3,2,5,2,6,5,3,10,5,0.48,1642.5,914.2,25.4,59.5,9,0
4,5,7,7,3,7,4,2,2,2,3,8,4,2,4,4,7,7,3,3,0.44,1898.6,1087.8,28.7,75.8,7.2,0
3,6,4,8,7,4,,3,7,8,5,6,7,4,2,5,7,11,4,4,0.535,1582.5,885.1,27.7,74.7,8.3,1
2,6,7,5,7,6,5,3,4,7,7,7,1,4,4,5,3,4,6,2,0.475,1466.5,863.7,30.2,58.7,9.2,0
5,4,4,8,5,4,7,4,5,7,5,1,2,7,4,9,4,8,4,6,0.515,2007.6,1130.3,26.3,73.5,6.9,1
3,7,0,5,2,2,1,9,1,5,7,5,4,4,4,7,3,5,3,3,0.4,1487.4,874,24.4,63.3,9.1,0
4,,5,4,3,9,5,10,7,4,4,5,8,4,4,6,2,6,4,4,0.525,1999.6,1199.3,30.4,73.3,7.7,1
4,4,8,7,6,5,6,7,5,5,6,3,6,12,5,6,5,6,4,4,0.57,1904,1109.7,26.8,68,7.6,1
8,3,4,12,5,5,4,5,4,5,6,3,4,2,9,5,2,7,8,3,0.52,2717.2,1542.1,26.2,90.4,6.2,1
7,6,4,3,6,4,7,6,5,4,11,2,9,3,2,2,6,9,5,5,0.53,2459.6,1431.3,27.7,87.4,6.3,1
7,4,5,1,8,4,6,6,7,8,2,6,5,4,5,6,5,5,3,7,0.52,2463.1,1424.9,26.9,76.8,6.4,1
8,7,3,6,4,5,2,6,2,9,7,7,5,5,4,3,4,2,8,4,0.505,2779.9,1607.4,26.7,74.3,5.9,1
7,9,3,6,5,2,5,3,6,11,5,6,9,9,5,2,9,1,5,3,0.555,2430.7,1443.3,25.7,76.8,7.6,1
4,5,5,3,6,11,6,4,5,8,6,5,5,7,5,6,6,7,4,5,0.565,2058.2,1167.7,33.6,71.7,7.2,1
8,3,6,3,5,2,8,5,4,2,9,3,5,5,2,5,5,4,3,5,0.46,2672.2,1593.8,25.4,81.9,6.3,0
8,1,8,10,8,4,6,1,2,7,4,9,3,2,4,7,5,4,6,6,0.525,2732,1561.1,25.4,85.7,6.3,1
6,5,,6,5,8,8,5,9,6,2,7,4,4,6,6,8,8,4,5,0.58,2349.7,1385,29.4,83.5,6.7,1
5,5,3,8,3,2,5,2,2,3,3,6,5,6,8,5,6,6,4,4,0.455,1982.1,1135.7,24.4,69.7,7.8,0
4,4,5,8,4,5,6,3,2,8,6,3,5,5,6,3,5,4,4,7,0.485,1856.1,1080.4,28.3,66.3,7.6,0
5,4,5,7,6,1,4,4,5,1,5,7,3,3,3,6,7,6,5,7,0.47,1868.8,1113.5,24.6,70.6,8,0
8,2,7,4,6,4,7,1,4,9,5,5,6,9,2,6,7,5,8,7,0.56,2643.3,1479.8,25.9,85.3,5.8,1
3,0,1,3,8,2,3,9,3,5,2,5,5,5,5,3,6,3,6,6,0.415,1625.7,1012.4,26.3,54.4,8.6,0
4,5,5,5,4,3,10,5,9,6,3,3,7,4,5,8,6,2,5,3,0.51,1801,1063.8,25.4,57.8,8.7,1
10,0,7,5,8,3,6,4,3,6,5,6,4,7,5,9,3,5,6,6,0.54,3130.5,1844.8,25,95.4,5,1
4,1,7,11,4,6,6,4,4,3,8,5,7,7,10,2,3,2,7,6,0.535,1904.7,1089.7,27.5,62.9,7.1,1
5,4,9,3,8,9,3,8,3,7,6,4,8,6,3,4,4,2,5,4,0.525,2240.3,1321,31.4,70.5,6.2,1
9,7,5,4,6,8,6,6,3,7,8,9,4,3,3,5,4,5,6,7,0.575,3055.1,1761.2,31.1,85,5.3,1
4,4,3,2,5,7,6,4,5,4,2,4,6,6,5,5,4,7,10,6,0.495,1948.4,1127,28.7,70.6,7.5,0
3,10,7,5,2,3,5,2,3,2,2,7,4,4,6,3,6,11,5,5,0.475,1554.6,894.1,25.1,78.4,8.4,0
6,5,3,3,5,5,2,3,8,4,4,6,2,4,5,2,7,6,7,3,0.45,2292.8,1328.9,26.5,74.6,6.9,0
6,3,6,4,6,8,6,4,2,6,4,4,11,2,5,10,8,7,7,4,0.565,2407.7,1397.6,30.7,82.9,7.3,1
4,2,4,8,4,5,0,3,3,8,5,4,5,5,3,3,6,7,5,9,0.465,1884.5,1135.1,27.7,73.9,7.8,0
4,3,6,3,6,6,6,9,5,4,6,8,4,8,8,6,3,6,6,4,0.555,1858.6,1116.9,28,70.2,7.7,1
3,6,8,5,9,2,3,6,7,5,4,5,6,4,8,1,7,5,11,2,0.535,1438.8,882.4,26.9,71.3,9,1
5,4,5,2,7,5,7,0,,4,1,7,2,6,3,5,9,3,7,7,0.45,2086.5,1267.6,27.2,100,7.4,0
6,1,5,7,6,4,5,2,3,7,6,4,3,3,2,1,6,3,6,6,0.43,2292.1,1380.1,27.4,74.2,7,0
5,6,3,3,5,2,11,8,9,3,5,3,7,8,3,8,3,4,3,2,0.505,1949.4,1132.6,25.5,78,7.4,1
9,2,7,6,5,0,4,3,4,5,12,4,4,4,5,3,6,3,6,6,0.49,2741.7,1574.7,21.2,85.9,6.1,0
7,5,4,2,4,4,6,7,8,4,9,5,6,4,2,3,5,6,6,7,0.52,2491.2,1438.6,25.5,79.6,6.9,1
6,4,6,5,5,5,4,9,8,10,8,2,8,6,4,5,5,4,6,4,0.57,8520.3,1265.3,27.4,79,7.2,1
6,4,8,7,3,6,3,5,4,3,4,2,2,8,5,3,7,3,3,4,0.45,2351.2,1345.6,27.2,77.3,7.1,0
2,4,4,,4,5,8,5,7,10,1,2,1,4,6,5,4,6,8,4,0.495,1485.9,838.9,26.8,66.9,8.6,0
3,7,5,8,7,,8,5,7,5,7,11,7,4,5,7,3,5,4,2,0.58,1631.7,950.1,30.8,65,7.9,1
2,1,3,5,9,6,8,3,6,3,2,5,5,5,7,6,6,7,6,4,0.495,1426.8,827.3,29.2,57.2,8.1,0
6,4,7,1,1,4,4,3,4,5,4,10,4,4,4,1,8,4,8,4,0.45,2263.7,1297.5,25.6,75.8,7.3,0
8,3,5,6,5,10,5,1,3,5,3,7,3,4,6,5,6,6,4,10,0.525,2894.2,1667.8,32.4,88.6,4.6,1
3,3,5,6,3,4,3,1,3,5,4,3,3,3,5,8,2,1,12,4,0.405,1549.3,919.4,26.8,62,7.9,0
4,3,9,2,8,6,2,1,6,4,3,4,6,3,3,2,7,5,6,8,0.46,1813.1,1045.9,29.9,68.4,7.1,0
,6,6,9,4,5,7,5,4,3,2,4,7,6,5,5,4,5,7,5,0.51,1628.3,952,26.9,63.6,8.4,1
2,4,2,4,4,4,5,1,4,3,3,5,5,3,2,8,5,1,8,3,0.38,1438.8,813.9,26.3,53.6,9,0
3,6,9,9,5,4,11,2,10,3,2,10,5,4,5,4,6,6,7,4,0.575,1657.6,972.5,27.8,62.8,8.7,1
4,7,7,3,6,4,5,6,3,3,3,4,3,7,3,3,3,6,9,6,0.475,1841.7,1046.5,29,67.1,8.4,0
5,4,3,5,4,5,6,3,4,6,4,6,6,10,4,2,6,8,2,5,0.49,1990.9,1173,26.4,77.5,7.2,0
4,4,7,5,6,3,11,,8,9,4,5,3,5,6,8,6,7,4,3,0.565,1697.9,983.7,25.1,71.6,8.1,1
2,7,4,5,3,5,7,5,1,2,5,1,8,6,7,4,3,2,6,5,0.44,1431.5,767.6,26.2,55.9,8.6,0
7,2,3,6,6,5,2,3,3,8,3,5,5,2,2,4,1,6,5,12,0.45,2480.7,1393,26.8,81.7,5.7,0
4,6,8,2,4,3,9,3,,2,4,6,6,3,6,10,3,5,1,6,0.465,1768.6,1001.8,24.7,69.7,8,0
3,8,6,1,4,2,5,3,5,10,2,6,2,5,5,3,4,8,7,5,0.47,1542.3,910.5,25.4,72.1,9.2,0
7,7,5,9,5,4,7,7,4,6,6,6,5,7,5,5,2,1,5,5,0.54,2519.9,1454.1,26.9,72,6.9,1
6,3,8,5,4,4,4,3,5,2,4,7,1,1,9,2,3,6,4,6,0.435,2234.3,1292.6,26.7,82.2,6.6,0
3,1,9,4,6,5,7,2,4,7,6,2,6,8,4,4,8,6,4,8,0.52,1662.6,964.1,27.8,67.4,7.9,1
7,4,,4,4,8,5,10,3,2,6,6,2,8,7,4,3,6,5,3,0.51,2551.7,1474.1,29.2,80.1,5.9,1
1,3,3,3,7,9,4,2,5,4,4,5,3,8,5,5,7,7,2,5,0.46,1342.4,780.7,32.4,58.5,8.4,0
8,6,2,8,8,6,5,7,10,5,4,2,6,4,5,1,5,5,7,2,0.53,2784.6,1639.4,29.3,89.1,6.2,1
2,7,7,4,6,7,5,4,4,4,10,4,2,5,4,10,5,4,4,4,0.51,1480.7,845.2,28.9,56.8,8.8,1
3,,3,8,5,5,3,7,3,4,9,5,4,4,3,7,5,8,3,4,0.5,1653,1011.5,26.6,68.9,8.6,1
7,2,3,8,6,4,7,5,7,4,4,5,9,5,5,2,13,3,6,5,0.55,2445.6,1438.9,27,75.3,6.4,1
5,6,9,4,6,5,5,9,4,9,5,6,5,3,7,5,3,5,6,4,0.555,2085.2,1209.7,27.2,74.7,7.9,1
5,4,7,2,6,2,6,7,2,5,3,1,4,4,3,3,4,5,6,4,0.415,1940.6,1123.5,23.7,73,7.8,0
6,2,3,5,2,7,4,7,6,4,2,2,4,5,2,1,2,6,5,3,0.39,2324,1395.9,28.9,74.7,5.7,0
7,4,3,7,8,5,8,5,6,3,5,5,5,3,5,8,2,10,3,4,0.53,2455,1467.7,29,90.3,6.6,1
4,6,6,4,5,7,2,1,6,4,6,4,8,3,6,8,5,4,3,5,0.485,1944.5,1142.8,30.5,71.3,0.2,0
3,4,8,2,6,4,4,5,2,,4,3,6,1,9,5,2,5,1,2,0.395,1592.2,940.4,27.4,70.6,8.9,0
7,3,4,2,5,4,6,4,3,2,1,8,2,8,6,6,6,1,7,5,0.45,2471.9,1432.3,26,72.2,6.7,0
6,4,5,3,8,6,5,4,3,2,2,4,2,0,2,4,1,4,4,14,0.415,2275,1295.8,28.6,74.7,6.1,0
7,3,2,4,8,7,6,3,9,6,9,6,6,3,4,3,5,6,2,9,0.54,2596.2,1502.1,29,79.6,5.5,1
,8,6,6,7,2,6,5,4,4,3,3,7,3,12,1,2,1,4,6,0.48,2218.9,1275.5,24.5,78.3,7.8,0
6,7,5,3,6,8,5,3,8,10,5,4,9,4,10,3,1,5,5,6,0.565,2413.5,1395.4,31.4,77.6,6.7,1
7,,6,6,9,4,4,3,6,6,5,7,6,7,10,6,7,6,7,4,0.605,2520,1443.9,27.1,81.2,0.2,1
6,9,3,5,5,6,6,2,6,4,2,3,3,9,7,4,10,4,1,4,0.495,2325.4,1353,27.1,77.3,7.9,0
7,8,5,4,6,1,7,5,3,7,5,4,2,3,4,4,8,1,6,5,0.475,2350.7,1402.7,23.6,76.8,7.4,0
8,6,2,3,6,2,3,3,1,1,5,5,4,4,7,8,4,4,3,2,0.405,2626.8,1534.1,24,78.8,7.3,0
6,7,3,5,2,10,6,4,7,2,7,6,2,4,4,10,3,6,8,6,0.54,2512.2,1457.5,29.7,73.1,7,1
7,7,5,7,6,4,6,3,8,7,4,4,8,7,5,6,7,5,3,4,0.565,2473.6,1425.2,25.9,76.2,6.7,1
4,5,8,4,3,4,10,12,5,2,1,1,6,4,7,10,3,7,6,4,0.53,1713.7,1051.6,25.3,67,8.3,1
8,8,3,5,6,3,2,7,8,4,4,7,8,3,6,0,4,3,3,4,0.48,2681.9,1542,24.5,76.8,7.2,0
3,2,5,2,,4,7,3,3,3,2,8,4,7,7,5,6,7,9,3,0.485,1595.4,907.3,28.1,65.3,8.3,0
1,5,7,5,4,4,7,4,4,6,2,2,4,6,5,5,4,4,5,3,0.435,1163.6,741.9,25,51.2,9.6,0
5,3,6,7,5,4,5,7,3,,2,5,6,4,4,3,5,6,7,6,0.485,2086.5,1212.2,26.3,75.1,7.4,0
4,4,4,5,4,3,5,7,2,6,8,4,4,5,3,4,4,9,4,1,0.45,1775.7,1045.7,24.3,75.2,7.9,0
4,1,7,6,5,4,4,4,2,5,0,6,6,6,5,6,5,5,7,5,0.465,1794.3,1016.3,27.7,66.2,7.5,0
3,9,3,6,4,2,4,6,3,4,10,6,5,5,2,1,4,6,2,3,0.44,1485.3,847.7,24.6,67.2,8.7,0
5,10,6,3,5,6,6,4,5,5,7,8,5,7,3,6,4,4,3,4,0.53,2141.5,1236.8,27.5,70.3,7.5,1
7,3,9,5,2,9,9,7,1,6,3,6,4,2,5,6,5,6,6,2,0.515,2730.5,1617.2,29.3,79.5,6.3,1
5,2,3,4,7,10,3,5,4,6,5,1,5,7,7,5,7,4,3,7,0.5,2252.4,1278.9,32.9,67.8,6.2,1
2,5,3,3,2,1,,5,4,2,6,7,10,6,5,6,3,7,7,2,0.455,1198.1,718.9,23.7,61.9,8.7,0
4,6,2,4,4,5,4,1,9,2,4,6,3,6,7,5,3,3,7,5,0.45,1882.8,1075.6,27.6,64.2,8,0
8,8,3,9,4,7,4,4,4,10,6,7,5,6,7,6,0,5,5,6,0.57,2780.1,1544.9,29,79.6,5.6,1
